time,Bx_target,By_target,Bz_target,Bx_meas,By_meas,Bz_meas,PWM_base_x,PWM_base_y,PWM_base_z,PWM_x,PWM_y,PWM_z,err_x,err_y,err_z
1776071093.6155112,77.0,104.0,-148.0,78.0,104.25,-148.346,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.25,0.34600000000000364
1776071093.6655877,77.0,104.0,-148.0,78.0,104.25,-148.346,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.25,0.34600000000000364
1776071093.7155218,77.0,104.0,-148.0,78.0,104.4,-147.862,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.4000000000000057,-0.13800000000000523
1776071093.7656133,77.0,104.0,-148.0,78.0,104.4,-147.862,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.4000000000000057,-0.13800000000000523
1776071093.8155577,77.0,104.0,-148.0,78.0,104.4,-147.862,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.4000000000000057,-0.13800000000000523
1776071093.865623,77.0,104.0,-148.0,78.0,104.4,-147.862,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.4000000000000057,-0.13800000000000523
1776071093.915541,77.0,104.0,-148.0,77.85,104.7,-148.104,210.0,210.0,-210.0,209.83,209.86,-210.0,-0.8499999999999943,-0.7000000000000028,0.10400000000001342
1776071093.9655724,77.0,104.0,-148.0,77.85,104.7,-148.104,210.0,210.0,-210.0,209.83,209.86,-210.0,-0.8499999999999943,-0.7000000000000028,0.10400000000001342
1776071094.0155675,77.0,104.0,-148.0,77.85,104.7,-148.104,210.0,210.0,-210.0,209.83,209.86,-210.0,-0.8499999999999943,-0.7000000000000028,0.10400000000001342
1776071094.065537,77.0,104.0,-148.0,77.85,104.7,-148.104,210.0,210.0,-210.0,209.83,209.86,-210.0,-0.8499999999999943,-0.7000000000000028,0.10400000000001342
1776071094.115536,77.0,104.0,-148.0,78.0,104.55,-149.072,210.0,210.0,-210.0,209.83,209.86,-210.0,-1.0,-0.5499999999999972,1.0720000000000027
1776071094.1655862,77.0,104.0,-148.0,78.0,104.55,-149.072,210.0,210.0,-210.0,209.8,209.89,-209.7856,-1.0,-0.5499999999999972,1.0720000000000027
1776071094.2155037,77.0,104.0,-148.0,78.0,104.55,-149.072,210.0,210.0,-210.0,209.8,209.89,-209.7856,-1.0,-0.5499999999999972,1.0720000000000027
1776071094.2655764,77.0,104.0,-148.0,78.0,104.55,-149.072,210.0,210.0,-210.0,209.8,209.89,-209.7856,-1.0,-0.5499999999999972,1.0720000000000027
1776071094.3155344,77.0,104.0,-148.0,78.0,104.55,-149.072,210.0,210.0,-210.0,209.8,209.89,-209.7856,-1.0,-0.5499999999999972,1.0720000000000027
1776071094.3657358,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071094.4154968,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071094.4655938,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071094.5155337,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071094.5656035,77.0,104.0,-148.0,78.0,104.55,-147.862,210.0,210.0,-210.0,209.8,209.89,-210.0,-1.0,-0.5499999999999972,-0.13800000000000523
1776071094.6155117,77.0,104.0,-148.0,78.0,104.55,-147.862,210.0,210.0,-210.0,209.8,209.89,-210.0,-1.0,-0.5499999999999972,-0.13800000000000523
1776071094.6655993,77.0,104.0,-148.0,78.0,104.55,-147.862,210.0,210.0,-210.0,209.8,209.89,-210.0,-1.0,-0.5499999999999972,-0.13800000000000523
1776071094.7156212,77.0,104.0,-148.0,78.0,104.55,-147.862,210.0,210.0,-210.0,209.8,209.89,-210.0,-1.0,-0.5499999999999972,-0.13800000000000523
1776071094.7656085,77.0,104.0,-148.0,78.0,104.7,-147.862,210.0,210.0,-210.0,209.8,209.86,-210.0,-1.0,-0.7000000000000028,-0.13800000000000523
1776071094.8155518,77.0,104.0,-148.0,78.0,104.7,-147.862,210.0,210.0,-210.0,209.8,209.86,-210.0,-1.0,-0.7000000000000028,-0.13800000000000523
1776071094.8656063,77.0,104.0,-148.0,78.0,104.7,-147.862,210.0,210.0,-210.0,209.8,209.86,-210.0,-1.0,-0.7000000000000028,-0.13800000000000523
1776071094.9155111,77.0,104.0,-148.0,78.0,104.7,-147.862,210.0,210.0,-210.0,209.8,209.86,-210.0,-1.0,-0.7000000000000028,-0.13800000000000523
1776071094.965529,77.0,104.0,-148.0,77.4,104.55,-148.83,210.0,210.0,-210.0,209.8,209.86,-210.0,-0.4000000000000057,-0.5499999999999972,0.8300000000000125
1776071095.0155673,77.0,104.0,-148.0,77.4,104.55,-148.83,210.0,210.0,-210.0,210.0,209.89,-209.834,-0.4000000000000057,-0.5499999999999972,0.8300000000000125
1776071095.0655515,77.0,104.0,-148.0,77.4,104.55,-148.83,210.0,210.0,-210.0,210.0,209.89,-209.834,-0.4000000000000057,-0.5499999999999972,0.8300000000000125
1776071095.1154947,77.0,104.0,-148.0,77.4,104.55,-148.83,210.0,210.0,-210.0,210.0,209.89,-209.834,-0.4000000000000057,-0.5499999999999972,0.8300000000000125
1776071095.165623,77.0,104.0,-148.0,77.4,104.55,-148.83,210.0,210.0,-210.0,210.0,209.89,-209.834,-0.4000000000000057,-0.5499999999999972,0.8300000000000125
1776071095.215496,77.0,104.0,-148.0,77.85,104.25,-148.104,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.10400000000001342
1776071095.2655842,77.0,104.0,-148.0,77.85,104.25,-148.104,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.10400000000001342
1776071095.3155477,77.0,104.0,-148.0,77.85,104.25,-148.104,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.10400000000001342
1776071095.365573,77.0,104.0,-148.0,77.85,104.25,-148.104,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.10400000000001342
1776071095.4155238,77.0,104.0,-148.0,77.85,104.25,-148.346,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.34600000000000364
1776071095.465732,77.0,104.0,-148.0,77.85,104.25,-148.346,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.34600000000000364
1776071095.5155766,77.0,104.0,-148.0,77.85,104.25,-148.346,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.34600000000000364
1776071095.5655775,77.0,104.0,-148.0,77.85,104.25,-148.346,210.0,210.0,-210.0,209.83,210.0,-210.0,-0.8499999999999943,-0.25,0.34600000000000364
1776071095.615548,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071095.6655726,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071095.7155266,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071095.76553,77.0,104.0,-148.0,77.7,104.55,-148.346,210.0,210.0,-210.0,209.86,209.89,-210.0,-0.7000000000000028,-0.5499999999999972,0.34600000000000364
1776071095.815506,77.0,104.0,-148.0,78.15,104.7,-148.346,210.0,210.0,-210.0,209.77,209.86,-210.0,-1.1500000000000057,-0.7000000000000028,0.34600000000000364
1776071095.8656662,77.0,104.0,-148.0,78.15,104.7,-148.346,210.0,210.0,-210.0,209.77,209.86,-210.0,-1.1500000000000057,-0.7000000000000028,0.34600000000000364
1776071095.915524,77.0,104.0,-148.0,78.15,104.7,-148.346,210.0,210.0,-210.0,209.77,209.86,-210.0,-1.1500000000000057,-0.7000000000000028,0.34600000000000364
1776071095.9656305,77.0,104.0,-148.0,78.15,104.7,-148.346,210.0,210.0,-210.0,209.77,209.86,-210.0,-1.1500000000000057,-0.7000000000000028,0.34600000000000364
1776071096.0154963,77.0,104.0,-148.0,78.15,104.7,-148.346,210.0,210.0,-210.0,209.77,209.86,-210.0,-1.1500000000000057,-0.7000000000000028,0.34600000000000364
1776071096.0656047,77.0,104.0,-148.0,77.55,104.25,-147.862,210.0,210.0,-210.0,209.89,210.0,-210.0,-0.5499999999999972,-0.25,-0.13800000000000523
1776071096.11551,77.0,104.0,-148.0,77.55,104.25,-147.862,210.0,210.0,-210.0,209.89,210.0,-210.0,-0.5499999999999972,-0.25,-0.13800000000000523
1776071096.165596,77.0,104.0,-148.0,77.55,104.25,-147.862,210.0,210.0,-210.0,209.89,210.0,-210.0,-0.5499999999999972,-0.25,-0.13800000000000523
1776071096.21553,77.0,104.0,-148.0,77.55,104.25,-147.862,210.0,210.0,-210.0,209.89,210.0,-210.0,-0.5499999999999972,-0.25,-0.13800000000000523
1776071096.2655835,77.0,104.0,-148.0,78.0,104.25,-148.104,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.25,0.10400000000001342
1776071096.3155344,77.0,104.0,-148.0,78.0,104.25,-148.104,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.25,0.10400000000001342
1776071096.365603,77.0,104.0,-148.0,78.0,104.25,-148.104,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.25,0.10400000000001342
1776071096.4155767,77.0,104.0,-148.0,78.0,104.25,-148.104,210.0,210.0,-210.0,209.8,210.0,-210.0,-1.0,-0.25,0.10400000000001342
1776071096.465571,77.0,104.0,-148.0,77.7,104.4,-147.862,210.0,210.0,-210.0,209.86,210.0,-210.0,-0.7000000000000028,-0.4000000000000057,-0.13800000000000523
1776071096.5155387,77.0,104.0,-148.0,77.7,104.4,-147.862,210.0,210.0,-210.0,209.86,210.0,-210.0,-0.7000000000000028,-0.4000000000000057,-0.13800000000000523
1776071096.5655878,77.0,104.0,-148.0,77.7,104.4,-147.862,210.0,210.0,-210.0,209.86,210.0,-210.0,-0.7000000000000028,-0.4000000000000057,-0.13800000000000523
1776071096.6155317,77.0,104.0,-148.0,77.7,104.4,-147.862,210.0,210.0,-210.0,209.86,210.0,-210.0,-0.7000000000000028,-0.4000000000000057,-0.13800000000000523
1776071096.6656284,77.0,104.0,-148.0,77.85,104.4,-147.378,210.0,210.0,-210.0,209.86,210.0,-210.0,-0.8499999999999943,-0.4000000000000057,-0.6220000000000141
1776071096.7155418,77.0,104.0,-148.0,77.85,104.4,-147.378,210.0,210.0,-210.0,209.83,210.0,-210.1244,-0.8499999999999943,-0.4000000000000057,-0.6220000000000141
1776071096.7656348,77.0,104.0,-148.0,77.85,104.4,-147.378,210.0,210.0,-210.0,209.83,210.0,-210.1244,-0.8499999999999943,-0.4000000000000057,-0.6220000000000141
1776071096.8155246,77.0,104.0,-148.0,77.85,104.4,-147.378,210.0,210.0,-210.0,209.83,210.0,-210.1244,-0.8499999999999943,-0.4000000000000057,-0.6220000000000141
1776071096.8655076,77.0,104.0,-148.0,78.0,104.7,-147.378,210.0,210.0,-210.0,209.83,210.0,-210.1244,-1.0,-0.7000000000000028,-0.6220000000000141
1776071096.9155116,77.0,104.0,-148.0,78.0,104.7,-147.378,210.0,210.0,-210.0,209.8,209.86,-210.1244,-1.0,-0.7000000000000028,-0.6220000000000141
