Hour,Bx_GSE_nT,By_GSE_nT,Bz_GSE_nT,Sat_Pos_X_km,Sat_Pos_Y_km
0.0,0.0,20.0,115.0,42157.2,0.0
0.016678248783877695,0.08756601236021046,19.9998083039183,114.99985622793872,42156.795931497225,184.5768948135932
0.03335649756775539,0.17513034611427497,19.999233219347936,114.99942491451095,42155.58373373473,369.15025136043556
0.05003474635163308,0.2626913226882257,19.99827475731305,114.99870606798478,42153.563429949885,553.7165314416035
0.06671299513551078,0.35024726357245084,19.996932936186987,114.99769970214024,42150.735058871105,738.2721969938262
0.08339124391938847,0.4377964903538707,19.99520778169194,114.99640583626895,42147.09867471716,922.8137101573099
0.10006949270326616,0.5253373247481121,19.99309932689843,114.99482449517382,42142.65434719613,1107.3375333435556
0.11674774148714386,0.6128680886316809,19.99060761222472,114.99295570916854,42137.402161504,1291.8401293031748
0.13342599027102156,0.7003871040741307,19.987732685436,114.990799514077,42131.34221832313,1476.3179611936973
0.15010423905489925,0.7878926933702282,19.98447460164349,114.98835595123262,42124.474633820246,1660.7674926473692
0.16678248783877694,0.8753831790721135,19.980833423303384,114.98562506747754,42116.799539644264,1845.185187838945
0.1834607366226546,0.9628568840214571,19.976809220215635,114.98260691516172,42108.31708292373,2029.5675115534684
0.20013898540653233,1.0503121313816104,19.97240206952265,114.97930155214199,42099.02742626401,2213.910929254041
0.21681723419041002,1.1377472446697485,19.96761205570777,114.97570904178083,42088.93074774418,2398.211907149576
0.2334954829742877,1.2251605477890095,19.962439270593695,114.97182945294527,42078.02724091362,2582.4669122625414
0.25017373175816543,1.3125503650606243,19.95688381334068,114.9676628600055,42066.31711478828,2766.6724124966872
0.2668519805420431,1.3999150212560372,19.950945790444663,114.9632093428335,42053.80059384669,2950.8248767047503
0.28353022932592076,1.487252841629021,19.944625315735223,114.95846898680142,42040.47791802565,3134.9207747561477
0.3002084781097985,1.5745621519477808,19.93792251037338,114.95344188278004,42026.34934271563,3318.9565776046493
0.3168867268936762,1.6618412785270484,19.930837502849286,114.94812812713697,42011.415138755896,3502.928757356024
0.3335649756775539,1.7490885482601657,19.923370428979762,114.94252782173481,41995.675592429274,3686.8337873356727
0.3502432244614315,1.8363022886511575,19.91552143190568,114.93664107392927,41979.13100545671,3870.668142156229
0.3669214732453092,1.9234808278467943,19.90729066208925,114.93046799656693,41961.78169499144,4054.4282977851435
0.38359972202918696,2.0106224946686386,19.898678277311095,114.92400870798332,41943.627993612965,4238.110731612237
0.40027797081306465,2.097725618645082,19.88968444266726,114.91726333200045,41924.67024932061,4421.711922517222
0.41695621959694235,2.184788530043367,19.880309330566035,114.91023199792453,41904.908825526916,4605.228350937212
0.43363446838082004,2.2718095599015973,19.87055312072464,114.90291484054347,41884.344101050636,4788.6564989341805
0.45031271716469773,2.3587870400607263,19.8604160001658,114.89531200012435,41862.976470109475,4971.9928502624025
0.4669909659485754,2.4457193031965407,19.84989816321413,114.8874236224106,41840.806342312535,5155.23389043586
0.48366921473245317,2.5326046828516198,19.838999811492464,114.87924985861935,41817.8341426525,5338.376106795615
0.5003474635163309,2.6194415134672773,19.827721153917924,114.87079086543844,41794.06031149743,5521.415988577134
0.5170257123002086,2.7062281304154974,19.816062406697952,114.86204680502347,41769.48530458234,5704.35002697761
0.5337039610840862,2.792962870030839,19.80402379332617,114.85301784499462,41744.1095930005,5887.174715223204
0.5503822098679638,2.8796440696423273,19.79160554457808,114.84370415843355,41717.933663194344,6069.8865486362765
0.5670604586518415,2.966270067605332,19.778807898506642,114.83410592387997,41690.958016946206,6252.4820247025755
0.5837387074357193,3.0528392033334137,19.765631100437716,114.82422332532829,41663.18317136864,6434.957643138369
0.600416956219597,3.1393498173301615,19.752075402965357,114.81405655222402,41634.60965889455,6617.309905957553
0.6170952050034747,3.225800251221001,19.73814106594698,114.80360579946023,41605.238027267,6799.535317538699
0.6337734537873524,3.3121888477849906,19.72382835649836,114.79287126737377,41575.06883952863,6981.630384692069
0.6504517025712301,3.3985139509865814,19.70913754898853,114.7818531617414,41544.10267401096,7163.591616726575
0.6671299513551078,3.4847739060073724,19.694068925034514,114.77055169377589,41512.340124323244,7345.4155255167
0.6838082001389854,3.5709670592778227,19.67862277349593,114.75896708012195,41479.78179934113,7527.098625569351
0.700486448922863,3.657091758508958,19.662799390469452,114.74709954285208,41446.42832319494,7708.637434090691
0.7171646977067407,3.743146352724041,19.646599079283128,114.73494930946235,41412.28033525773,7890.028471052897
0.7338429464906184,3.829129192290219,19.630022150490582,114.72251661286793,41377.33849013307,8071.26825926086
0.7505211952744962,3.9150386289501475,19.613068921865036,114.70980169139878,41341.60345764243,8252.353324418858
0.7671994440583739,4.000873015853589,19.595739718393247,114.69680478879494,41305.075922812386,8433.280195197145
0.7838776928422516,4.086630707588977,19.57803487226925,114.68352615420194,41267.75658586146,8614.0454032985
0.8005559416261293,4.172310060214964,19.559954722888012,114.66996604216601,41229.64616218672,8794.645483524713
0.817234190410007,4.2579094312919334,19.54149961683891,114.65612471262918,41190.74538235006,8975.076973843014
0.8339124391938847,4.343427179913481,19.522669907899093,114.64200243092432,41151.054992064186,9155.33641545243
0.8505906879777624,4.428861666737873,19.503465957026712,114.62759946777004,41110.57575217832,9335.420352850093
0.8672689367616401,4.514211254019475,19.48388813235397,114.61291609926548,41069.30843866364,9515.32533389749
0.8839471855455178,4.59947430564014,19.463936809180105,114.59795260688507,41027.25384259837,9695.047909886624
0.9006254343293955,4.684649187140577,19.443612369964157,114.58270927747311,40984.412770152645,9874.584635606136
0.9173036831132731,4.769734265751683,19.422915204317665,114.56718640323825,40940.786042573025,10053.93206940734
0.9339819318971508,4.8547279104258365,19.401845708997183,114.55138428174789,40896.3744961668,10233.086773270203
0.9506601806810284,4.939628491868176,19.38040428789668,114.53530321592251,40851.1789822859,10412.045312869253
0.9673384294649063,5.024434382567822,19.358591352039806,114.51894351402986,40805.20036731062,10590.804257639407
0.9840166782487839,5.109143956829074,19.336407319571983,114.50230548967899,40758.439532633,10769.360180841732
1.0006949270326617,5.193755590802591,19.313852615752428,114.48538946181432,40710.897374639906,10947.709659629149
1.0173731758165394,5.2782676625165,19.29092767294597,114.46819575470948,40662.57480469589,11125.84927511203
1.034051424600417,5.362678551907502,19.267632930614784,114.45072469796109,40613.47274912568,11303.775612423746
1.0507296733842948,5.446986640851922,19.243968835309953,114.43297662648246,40563.59214919643,11481.48526078613
1.0674079221681725,5.531190313196728,19.21993584066291,114.41495188049718,40512.93396109972,11658.974813574854
1.0840861709520502,5.615287954790516,19.195534407376748,114.39665080553256,40461.49915593315,11836.240868384737
1.1007644197359276,5.699277953514448,19.17076500321738,114.37807375241303,40409.28871968178,12013.280027094963
1.1174426685198053,5.783158699313158,19.145628103004576,114.35922107725344,40356.30365319922,12190.088895934232
1.134120917303683,5.866928584225617,19.120124188602865,114.34009314145214,40302.54497218843,12366.664085545808
1.150799166087561,5.950586002415954,19.094253748912298,114.32069031168422,40248.013707182276,12543.002211052491
1.1674774148714386,6.034129350204242,19.06801727985906,114.3010129598943,40192.710903523715,12719.099892121512
1.1841556636553163,6.117557026097239,19.041415284385987,114.28106146328949,40136.63762134584,12894.953753029326
1.200833912439194,6.200867430819087,19.01444827244291,114.26083620433218,40079.7949355515,13070.56042272632
1.2175121612230717,6.28405896734197,18.987116760976875,114.24033757073266,40022.18393579271,13245.916534901444
1.2341904100069494,6.367130040916732,18.959421273922253,114.2195659554417,39963.805726449755,13421.018728046742
1.250868658790827,6.450079059103442,18.931362342190678,114.198521756643,39904.66142661004,13595.86364552178
1.2675469075747048,6.5329044318019225,18.902940503660876,114.17720537774565,39844.75217004661,13770.447935618
1.2842251563585825,6.615604571282231,18.874156303168352,114.15561722737627,39784.07910519644,13944.768251622962
1.3009034051424602,6.6981778922151,18.84501029249496,114.13375771937122,39722.64339513842,14118.821251884521
1.3175816539263379,6.7806228117023215,18.815503030358293,114.11162727276871,39660.44621757103,14292.603599874854
1.3342599027102156,6.862937749307093,18.785635082401015,114.08922631180076,39597.4887647898,14466.111964254449
1.3509381514940932,6.945121127084314,18.755407021179977,114.06655526588499,39533.77224366442,14639.34301893594
1.3676164002779707,7.027171369610835,18.72481942615527,114.04361456961645,39469.297875615644,14812.293443147893
1.3842946490618484,7.109086904015657,18.69387288367911,114.02040466275933,39404.066896591845,14984.959921498441
1.400972897845726,7.19086616001008,18.662567986984588,113.99692599023844,39338.08055704533,15157.339144038846
1.4176511466296038,7.272507569917812,18.630905336174305,113.97317900213073,39271.34012190837,15329.427806326958
1.4343293954134815,7.354009568705014,18.598885538208872,113.94916415365665,39203.84687056895,15501.22260949055
1.4510076441973592,7.4353705940103065,18.56650920689527,113.92488190517145,39135.60209684626,15672.720260290564
1.4676858929812369,7.51658908617471,18.533776962875088,113.90033272215632,39066.60710896587,15843.917471184222
1.4843641417651146,7.5976634882715555,18.50068943361261,113.87551707520946,38996.863229534676,16014.81096038808
1.5010423905489925,7.678592246136324,18.467247253382816,113.85043544003712,38926.3717955155,16185.397451940911
1.5177206393328702,7.759373808396436,18.43345106325919,113.8250882974444,38855.134158201516,16355.67367576651
1.5343988881167478,7.840006626500994,18.39930151110146,113.7994761333261,38783.15168319032,16525.636367736384
1.5510771369006255,7.92048915475047,18.36479925154316,113.77359943865737,38710.42575035776,16695.282269732324
1.5677553856845032,8.000819850326335,18.329944945979083,113.7474587094843,38636.95775383146,16864.608129708868
1.584433634468381,8.080997173320629,18.29473926255261,113.72105444691445,38562.749101964146,17033.61070175562
1.6011118832522586,8.161019586765486,18.2591828761429,113.69438715710717,38487.80121730657,17202.286746159494
